Linux 4.4.0-53-generic (diptprisrv08) 	12/20/2016 	_x86_64_	(12 CPU)

10:06:55 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:13:06 PM     all      8.57      0.00      0.42      0.00      0.00     91.01
10:13:07 PM     all      8.67      0.00      0.59      0.00      0.00     90.74
10:13:08 PM     all      8.33      0.00      0.59      0.08      0.00     91.00
10:13:09 PM     all      9.01      0.00      0.51      1.18      0.00     89.31
10:13:10 PM     all      8.92      0.00      0.50      0.00      0.00     90.58
10:13:11 PM     all      8.44      0.00      0.68      0.00      0.00     90.89
10:13:12 PM     all      9.61      0.00      0.67      0.08      0.00     89.63
10:13:13 PM     all      7.27      0.00      1.51      0.08      0.00     91.14
10:13:14 PM     all      7.20      0.00      1.67      0.00      0.00     91.13
10:13:15 PM     all      8.88      0.00      1.34      0.00      0.00     89.78
10:13:16 PM     all      8.49      0.00      0.50      0.00      0.00     91.01
10:13:17 PM     all      8.66      0.00      0.76      0.08      0.00     90.50
10:13:18 PM     all      8.48      0.00      0.67      0.08      0.00     90.76
10:13:19 PM     all      8.42      0.00      0.59      0.17      0.00     90.82
10:13:20 PM     all      8.82      0.00      0.59      0.00      0.00     90.60
10:13:21 PM     all      8.33      0.00      0.59      0.00      0.00     91.08
10:13:22 PM     all     10.03      0.00      0.76      0.00      0.00     89.22
10:13:23 PM     all      8.49      0.00      0.42      0.08      0.00     91.01
10:13:24 PM     all      8.31      0.00      0.76      0.34      0.00     90.60
10:13:25 PM     all      8.59      0.00      0.51      0.00      0.00     90.91
