Linux 4.4.0-53-generic (diptprisrv08) 	12/15/2016 	_x86_64_	(12 CPU)

04:15:16 PM   runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
04:17:17 PM         8       321      0.58      0.32      0.21         1
04:17:18 PM         6       321      0.58      0.32      0.21         0
04:17:19 PM         8       321      0.58      0.32      0.21         0
04:17:20 PM         8       321      0.58      0.32      0.21         0
04:17:21 PM         7       321      0.93      0.40      0.23         0
04:17:22 PM         9       321      0.93      0.40      0.23         1
04:17:23 PM         8       321      0.93      0.40      0.23         0
04:17:24 PM         9       321      0.93      0.40      0.23         0
04:17:25 PM         8       323      0.93      0.40      0.23         0
04:17:26 PM         7       323      1.34      0.49      0.26         0
04:17:27 PM         8       323      1.34      0.49      0.26         2
04:17:28 PM         8       323      1.34      0.49      0.26         0
04:17:29 PM         7       323      1.34      0.49      0.26         0
04:17:30 PM         8       323      1.34      0.49      0.26         0
04:17:31 PM         9       323      1.95      0.64      0.31         0
04:17:32 PM         6       323      1.95      0.64      0.31         0
04:17:33 PM         7       323      1.95      0.64      0.31         0
04:17:34 PM        11       323      1.95      0.64      0.31         0
04:17:35 PM         7       323      1.95      0.64      0.31         0
04:17:36 PM        10       323      2.19      0.71      0.34         0
04:17:37 PM         9       323      2.19      0.71      0.34         0
04:17:38 PM        11       321      2.19      0.71      0.34         0
04:17:39 PM         9       321      2.19      0.71      0.34         1
04:17:40 PM         9       321      2.19      0.71      0.34         0
04:17:41 PM         7       321      2.50      0.80      0.37         0
04:17:42 PM         7       321      2.50      0.80      0.37         0
04:17:43 PM        10       321      2.50      0.80      0.37         0
04:17:44 PM         8       321      2.50      0.80      0.37         1
04:17:45 PM         7       321      2.50      0.80      0.37         1
04:17:46 PM         8       321      2.86      0.90      0.40         0
04:17:47 PM         8       321      2.86      0.90      0.40         0
04:17:48 PM         9       321      2.86      0.90      0.40         0
04:17:49 PM         6       321      2.86      0.90      0.40         0
04:17:50 PM         8       321      2.86      0.90      0.40         1
04:17:51 PM         7       321      3.11      0.98      0.43         0
04:17:52 PM         8       321      3.11      0.98      0.43         0
04:17:53 PM         7       321      3.11      0.98      0.43         0
04:17:54 PM         7       321      3.11      0.98      0.43         0
04:17:55 PM         6       321      3.11      0.98      0.43         0
04:17:56 PM         7       321      3.26      1.05      0.46         0
04:17:57 PM         7       321      3.26      1.05      0.46         0
04:17:58 PM         7       321      3.26      1.05      0.46         1
04:17:59 PM         8       321      3.26      1.05      0.46         0
04:18:00 PM         8       321      3.26      1.05      0.46         0
04:18:01 PM         7       321      3.48      1.13      0.49         1
04:18:02 PM         9       321      3.48      1.13      0.49         0
04:18:03 PM         8       321      3.48      1.13      0.49         0
04:18:04 PM         8       321      3.48      1.13      0.49         0
04:18:05 PM         9       321      3.48      1.13      0.49         0
04:18:06 PM         7       321      3.76      1.23      0.52         0
04:18:07 PM         5       321      3.76      1.23      0.52         1
04:18:08 PM         8       321      3.76      1.23      0.52         0
04:18:09 PM         7       321      3.76      1.23      0.52         0
04:18:10 PM         7       321      3.76      1.23      0.52         1
04:18:11 PM         8       321      4.02      1.33      0.56         0
04:18:12 PM         7       321      4.02      1.33      0.56         0
04:18:13 PM         7       321      4.02      1.33      0.56         0
04:18:14 PM         8       321      4.02      1.33      0.56         0
04:18:15 PM         7       321      4.02      1.33      0.56         0
04:18:16 PM         7       321      4.18      1.41      0.59         1
04:18:17 PM         5       321      4.18      1.41      0.59         0
04:18:18 PM         2       321      4.18      1.41      0.59         0
04:18:19 PM         3       321      4.18      1.41      0.59         0
04:18:20 PM         3       321      4.18      1.41      0.59         0
04:18:21 PM         2       321      3.85      1.38      0.58         0
04:18:22 PM         2       321      3.85      1.38      0.58         0
04:18:23 PM         1       321      3.85      1.38      0.58         0
04:18:24 PM         2       323      3.85      1.38      0.58         1
04:18:25 PM         1       324      3.85      1.38      0.58         0
04:18:26 PM         2       324      3.54      1.36      0.58         0
04:18:27 PM         2       324      3.54      1.36      0.58         0
04:18:28 PM         3       327      3.54      1.36      0.58         0
04:18:29 PM         2       327      3.54      1.36      0.58         0
04:18:30 PM         3       327      3.54      1.36      0.58         1
04:18:31 PM         2       327      3.26      1.34      0.58         0
04:18:32 PM         1       328      3.26      1.34      0.58         0
04:18:33 PM         2       330      3.26      1.34      0.58         0
04:18:34 PM         2       330      3.26      1.34      0.58         0
04:18:35 PM         1       329      3.26      1.34      0.58         1
04:18:36 PM         2       329      3.15      1.35      0.58         0
04:18:37 PM         3       329      3.15      1.35      0.58         0
04:18:38 PM         3       329      3.15      1.35      0.58         0
04:18:39 PM         3       329      3.15      1.35      0.58         0
04:18:40 PM         1       329      3.15      1.35      0.58         0
04:18:41 PM         2       329      2.98      1.34      0.59         1
04:18:42 PM         1       329      2.98      1.34      0.59         1
04:18:43 PM         1       329      2.98      1.34      0.59         0
04:18:44 PM         2       329      2.98      1.34      0.59         0
04:18:45 PM         1       329      2.98      1.34      0.59         0
04:18:46 PM         1       329      2.74      1.32      0.58         0
04:18:47 PM         1       329      2.74      1.32      0.58         0
04:18:48 PM         1       329      2.74      1.32      0.58         1
04:18:49 PM         1       329      2.74      1.32      0.58         0
04:18:50 PM         1       329      2.74      1.32      0.58         0
04:18:51 PM         1       330      2.52      1.30      0.58         0
04:18:52 PM         1       330      2.52      1.30      0.58         0
04:18:53 PM         1       330      2.52      1.30      0.58         0
04:18:54 PM         2       330      2.52      1.30      0.58         0
04:18:55 PM         2       330      2.52      1.30      0.58         0
04:18:56 PM         1       330      2.32      1.28      0.58         1
04:18:57 PM         2       330      2.32      1.28      0.58         0
04:18:58 PM         1       330      2.32      1.28      0.58         0
04:18:59 PM         1       330      2.32      1.28      0.58         0
04:19:00 PM         1       330      2.32      1.28      0.58         0
04:19:01 PM         3       330      2.13      1.25      0.57         1
04:19:02 PM         3       330      2.13      1.25      0.57         0
04:19:03 PM         2       330      2.13      1.25      0.57         0
04:19:04 PM         1       330      2.13      1.25      0.57         0
04:19:05 PM         1       330      2.13      1.25      0.57         0
04:19:06 PM         1       329      1.96      1.23      0.57         1
04:19:07 PM         2       329      1.96      1.23      0.57         0
04:19:08 PM         3       329      1.96      1.23      0.57         0
04:19:09 PM         2       329      1.96      1.23      0.57         0
04:19:10 PM         2       329      1.96      1.23      0.57         0
04:19:11 PM         2       329      1.81      1.21      0.57         1
04:19:12 PM         2       329      1.81      1.21      0.57         0
04:19:13 PM         2       329      1.81      1.21      0.57         0
04:19:14 PM         2       329      1.81      1.21      0.57         0
04:19:15 PM         0       329      1.81      1.21      0.57         0
04:19:16 PM         1       329      1.66      1.19      0.56         1
04:19:17 PM         2       329      1.66      1.19      0.56         0
04:19:18 PM         3       329      1.66      1.19      0.56         0
04:19:19 PM         2       331      1.66      1.19      0.56         0
04:19:20 PM         1       331      1.66      1.19      0.56         0
04:19:21 PM         2       316      1.53      1.17      0.56         0
04:19:22 PM         0       316      1.53      1.17      0.56         0
04:19:23 PM         0       316      1.53      1.17      0.56         0
04:19:24 PM         0       316      1.53      1.17      0.56         0
04:19:25 PM         2       316      1.53      1.17      0.56         0
04:19:26 PM         2       316      1.41      1.15      0.56         1
04:19:27 PM         2       316      1.41      1.15      0.56         0
04:19:28 PM         2       316      1.41      1.15      0.56         0
04:19:29 PM         1       316      1.41      1.15      0.56         0
04:19:30 PM         2       316      1.41      1.15      0.56         0
04:19:31 PM         2       316      1.29      1.13      0.55         1
04:19:32 PM         2       316      1.29      1.13      0.55         0
04:19:33 PM         2       316      1.29      1.13      0.55         0
04:19:34 PM         2       314      1.29      1.13      0.55         0
04:19:35 PM         2       314      1.29      1.13      0.55         0
04:19:36 PM         1       314      1.19      1.11      0.55         1
04:19:37 PM         0       314      1.19      1.11      0.55         0
04:19:38 PM         0       316      1.19      1.11      0.55         0
04:19:39 PM         0       316      1.19      1.11      0.55         0
04:19:40 PM         0       316      1.19      1.11      0.55         0
04:19:41 PM         1       316      1.09      1.10      0.55         1
04:19:42 PM         1       316      1.09      1.10      0.55         0
04:19:43 PM         1       316      1.09      1.10      0.55         0
04:19:44 PM         1       316      1.09      1.10      0.55         0
04:19:45 PM         1       316      1.09      1.10      0.55         0
04:19:46 PM         1       316      1.01      1.08      0.54         1
04:19:47 PM         1       315      1.01      1.08      0.54         0
04:19:48 PM         1       315      1.01      1.08      0.54         0
04:19:49 PM         1       315      1.01      1.08      0.54         0
04:19:50 PM         1       315      1.01      1.08      0.54         0
04:19:51 PM         1       315      0.93      1.06      0.54         1
04:19:52 PM         1       315      0.93      1.06      0.54         0
04:19:53 PM         1       315      0.93      1.06      0.54         0
04:19:54 PM         1       315      0.93      1.06      0.54         0
04:19:55 PM         1       315      0.93      1.06      0.54         0
04:19:56 PM         1       315      0.85      1.04      0.54         1
04:19:57 PM         1       315      0.85      1.04      0.54         0
04:19:58 PM         1       315      0.85      1.04      0.54         0
04:19:59 PM         1       315      0.85      1.04      0.54         0
04:20:00 PM         1       315      0.85      1.04      0.54         0
04:20:01 PM         1       315      0.78      1.02      0.53         1
04:20:02 PM         1       315      0.78      1.02      0.53         0
04:20:03 PM         1       315      0.78      1.02      0.53         0
04:20:04 PM         1       315      0.78      1.02      0.53         0
04:20:05 PM         1       315      0.78      1.02      0.53         0
04:20:06 PM         1       315      0.72      1.01      0.53         1
04:20:07 PM         1       315      0.72      1.01      0.53         0
04:20:08 PM         1       315      0.72      1.01      0.53         0
04:20:09 PM         1       315      0.72      1.01      0.53         0
04:20:10 PM         1       315      0.72      1.01      0.53         0
04:20:11 PM         1       315      0.66      0.99      0.53         1
04:20:12 PM         1       315      0.66      0.99      0.53         0
04:20:13 PM         1       315      0.66      0.99      0.53         0
04:20:14 PM         1       315      0.66      0.99      0.53         0
04:20:15 PM         1       315      0.66      0.99      0.53         0
04:20:16 PM         1       315      0.61      0.97      0.52         0
04:20:17 PM         1       317      0.61      0.97      0.52         0
04:20:18 PM         1       317      0.61      0.97      0.52         0
04:20:19 PM         1       317      0.61      0.97      0.52         0
04:20:20 PM         1       317      0.61      0.97      0.52         0
04:20:21 PM         1       317      0.56      0.96      0.52         1
04:20:22 PM         1       317      0.56      0.96      0.52         0
04:20:23 PM         1       317      0.56      0.96      0.52         0
04:20:24 PM         1       317      0.56      0.96      0.52         0
04:20:25 PM         1       317      0.56      0.96      0.52         0
04:20:26 PM         1       317      0.51      0.94      0.52         1
04:20:27 PM         2       317      0.51      0.94      0.52         0
04:20:28 PM         1       317      0.51      0.94      0.52         0
04:20:29 PM         1       317      0.51      0.94      0.52         0
04:20:30 PM         1       315      0.51      0.94      0.52         0
